"","title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5","imdb_url","rt_url","genre_string"
"379","A Little Romance","Feature Film","Drama",110,"PG","WARNER BROTHERS PICTURES",1979,4,27,2003,1,7,7.5,3859,"Fresh",72,"Upright",86,"no","no","yes","no","yes","no","George Roy Hill","Laurence Olivier","Diane Lane","Thelonious Bernard","Thelonius Bernard","Arthur Hill","http://www.imdb.com/title/tt0079477/","//www.rottentomatoes.com/m/1012506-little_romance/","Drama"
"380","First Knight","Feature Film","Drama",134,"PG-13","Sony Pictures Home Entertainment",1995,7,7,1997,10,7,5.9,53535,"Rotten",47,"Spilled",55,"no","no","no","no","no","no","Jerry Zucker","Sean Connery","Richard Gere","Julia Ormond","Ben Cross","Liam Cunningham","http://www.imdb.com/title/tt0113071/","//www.rottentomatoes.com/m/first_knight/","Drama"
"381","Tabloid","Documentary","Documentary",87,"R","IFC Films",2011,7,15,2011,11,1,7.1,4907,"Certified Fresh",91,"Upright",72,"no","no","no","no","no","no","Errol Morris","Joyce McKinney","Jackson Shaw","Peter Tory","Troy Williams","Kent Gavin","http://www.imdb.com/title/tt1704619/","//www.rottentomatoes.com/m/tabloid_2010/","Documentar"
"382","The Hurt Locker","Feature Film","Drama",131,"R","Summit Entertainment",2009,6,26,2010,1,12,7.6,318019,"Certified Fresh",98,"Upright",84,"no","yes","no","no","yes","no","Kathryn Bigelow","Jeremy Renner","Anthony Mackie","Brian Geraghty","Guy Pearce","Ralph Fiennes","http://www.imdb.com/title/tt0887912/","//www.rottentomatoes.com/m/hurt_locker/","Drama"
"383","Benda Bilili!","Documentary","Documentary",85,"PG-13","National Geographic Entertainment",2011,9,30,2012,4,3,7.5,679,"Fresh",93,"Upright",82,"no","no","no","no","no","no","Florent de la Tullaye","Makemo Nzale","Theo ""Coude"" Nsituvuidi","Zadis Mbulu Nzungu","Djunana Tanga-Suele","Coco Ngambali Yakala","http://www.imdb.com/title/tt1625857/","//www.rottentomatoes.com/m/benda_bilili/","Documentar"
"384","Memento","Feature Film","Mystery & Suspense",113,"R","Newmarket Films",2000,9,5,2001,9,4,8.5,806911,"Certified Fresh",92,"Upright",94,"no","no","no","no","no","no","Christopher Nolan","Guy Pearce","Joe Pantoliano","Carrie-Anne Moss","Stephen Tobolowsky","Mark Boone Jr.","http://www.imdb.com/title/tt0209144/","//www.rottentomatoes.com/m/memento/","Mystery & "
"385","A Prayer for the Dying","Feature Film","Drama",107,"R","Virgin Vision",1987,9,1,2003,2,4,6.4,3342,"Fresh",63,"Spilled",55,"no","no","no","no","no","no","Mike Hodges","Mickey Rourke","Bob Hoskins","Alan Bates","Sammi Davis","Christopher Fulford","http://www.imdb.com/title/tt0093771/","//www.rottentomatoes.com/m/a_prayer_for_the_dying/","Drama"
"386","Jonestown: The Life and Death of Peoples Temple","Documentary","Documentary",86,"Unrated","7th art",2006,10,20,2007,4,10,7.9,3649,"Certified Fresh",94,"Upright",88,"no","no","no","no","no","no","Stanley Nelson",NA,NA,NA,NA,NA,"http://www.imdb.com/title/tt0762111/","//www.rottentomatoes.com/m/jonestown_the_life_and_death_of_peoples_temple/","Documentar"
"387","So I Married an Axe Murderer","Feature Film","Comedy",93,"PG-13","TriStar Pictures",1993,7,30,1999,6,1,6.4,27417,"Rotten",55,"Upright",68,"no","no","no","no","no","no","Thomas Schlamme","Mike Myers","Nancy Travis","Anthony LaPaglia","Amanda Plummer","Brenda Fricker","http://www.imdb.com/title/tt0108174/","//www.rottentomatoes.com/m/so_i_married_an_axe_murderer/","Comedy"
"388","Ziggy Stardust and the Spiders from Mars","Documentary","Documentary",90,"PG","20th Century Fox Film Corporat",1973,12,1,2003,4,1,7.5,1815,"Fresh",71,"Upright",89,"no","no","no","no","no","no","D.A. Pennebaker","David Bowie","Mick Ronson","Trevor Bolder","Mick Woodmansy","Angela Bowie","http://www.imdb.com/title/tt0086643/","//www.rottentomatoes.com/m/ziggy_stardust_and_the_spiders_from_mars_1973/","Documentar"
"389","Conversations With Other Women","Feature Film","Drama",84,"R","Fabrication Films",2006,8,11,2007,1,9,7.1,9939,"Fresh",74,"Upright",76,"no","no","no","no","no","no","Hans Canosa","Aaron Eckhart","Brian Geraghty","Brianna Brown","Olivia Wilde","Thomas Lennon","http://www.imdb.com/title/tt0435623/","//www.rottentomatoes.com/m/conversations_with_other_women/","Drama"
"390","Sleepwalking","Feature Film","Drama",101,"R","Overture Films",2008,1,22,2008,7,8,6.2,4857,"Rotten",17,"Spilled",43,"no","no","no","yes","no","no","Bill Maher","Charlize Theron","Nick Stahl","Annasophia Robb","Dennis Hopper","Woody Harrelson","http://www.imdb.com/title/tt0888693/","//www.rottentomatoes.com/m/sleepwalking/","Drama"
"391","Next Stop, Greenwich Village","Feature Film","Drama",111,"R","20th Century Fox Film Corporation",1976,2,4,2005,12,13,6.9,1428,"Fresh",73,"Upright",62,"no","no","no","no","no","no","Paul Mazursky","Lenny Baker","Shelley Winters","Christopher Walken","Ellen Greene","Lois Smith","http://www.imdb.com/title/tt0074963/","//www.rottentomatoes.com/m/next_stop_greenwich_village/","Drama"
"392","Dream House","Feature Film","Mystery & Suspense",92,"PG-13","Universal Pictures",2011,9,30,2012,1,31,5.9,44248,"Rotten",6,"Spilled",36,"no","no","no","no","no","no","Jim Sheridan","Daniel Craig","Rachel Weisz","Naomi Watts","Elias Koteas","Marton Csokas","http://www.imdb.com/title/tt1462041/","//www.rottentomatoes.com/m/dream_house_2011/","Mystery & "
"393","Resurrecting the Champ","Feature Film","Drama",112,"PG-13","Yari Film Group Releasing",2007,8,24,2008,2,26,6.8,18141,"Fresh",60,"Upright",60,"no","no","no","no","no","no","Rod Lurie","Samuel L. Jackson","Josh Hartnett","Kathryn Morris","Alan Alda","Rachel Nichols","http://www.imdb.com/title/tt0416185/","//www.rottentomatoes.com/m/resurrecting_the_champ/","Drama"
"394","The Help","Feature Film","Drama",146,"PG-13","DreamWorks Studios",2011,8,10,2011,12,6,8.1,303529,"Certified Fresh",76,"Upright",89,"yes","no","no","no","no","no","Tate Taylor","Emma Stone","Viola Davis","Bryce Dallas Howard","Octavia Spencer","Jessica Chastain","http://www.imdb.com/title/tt1454029/","//www.rottentomatoes.com/m/the_help/","Drama"
"395","A Scanner Darkly","Feature Film","Drama",100,"R","Warner Independent Pictures",2006,7,28,2006,12,19,7.1,86953,"Fresh",69,"Upright",74,"no","no","no","no","no","no","Richard Linklater","Keanu Reeves","Robert Downey Jr.","Woody Harrelson","Winona Ryder","Rory Cochrane","http://www.imdb.com/title/tt0405296/","//www.rottentomatoes.com/m/scanner_darkly/","Drama"
"396","Hard Candy","Feature Film","Drama",104,"R","Lions Gate Films",2006,4,14,2006,9,19,7.1,128361,"Fresh",68,"Upright",78,"no","no","no","no","no","no","David Slade","Ellen Page","Patrick Wilson","Sandra Oh","Jennifer Holmes","G.J. Echternkamp","http://www.imdb.com/title/tt0424136/","//www.rottentomatoes.com/m/hard_candy/","Drama"
"397","This Is the End","Feature Film","Drama",107,"R","Sony Pictures",2013,6,12,2013,10,1,6.7,297034,"Certified Fresh",83,"Upright",71,"no","no","no","no","no","no","Seth Rogen","James Franco","Jonah Hill","Danny McBride","Craig Robinson","Michael Cera","http://www.imdb.com/title/tt1245492/","//www.rottentomatoes.com/m/this_is_the_end/","Drama"
"398","Longtime Companion","Feature Film","Drama",96,"R","Samuel Goldwyn Company",1990,5,11,2001,1,23,7.6,4143,"Fresh",100,"Upright",82,"no","no","no","no","no","no","Norman Rene","Bruce Davison","Mark Lamos","Campbell Scott","Stephen Caffrey","Patrick Cassidy","http://www.imdb.com/title/tt0100049/","//www.rottentomatoes.com/m/longtime_companion/","Drama"
"399","The Last Lions","Documentary","Documentary",88,"PG","National Geographic Entertainment",2011,2,18,2012,1,3,8.4,3128,"Fresh",87,"Upright",89,"no","no","yes","no","no","no","Dereck Joubert","Jeremy Irons",NA,NA,NA,NA,"http://www.imdb.com/title/tt1692928/","//www.rottentomatoes.com/m/the_last_lions/","Documentar"
"400","Aguirre, der Zorn Gottes (Aguirre, the Wrath of God)","Feature Film","Drama",93,"R","New Yorker Films",1972,12,29,2000,10,24,8,36909,"Fresh",98,"Upright",91,"no","no","no","no","no","no","Werner Herzog","Klaus Kinski","Ruy Guerra","Ruy Guerra","Del Negro","Del Negro","http://www.imdb.com/title/tt0068182/","//www.rottentomatoes.com/m/aguirre_the_wrath_of_god/","Drama"
"401","The Main Event","Feature Film","Other",112,"PG","WARNER BROTHERS PICTURES",1979,6,22,2003,7,1,5.8,1816,"Rotten",38,"Spilled",44,"no","no","no","no","no","no","Howard Zieff","Ryan O'Neal","Paul Sand","Whitman Mayo","Patti D'Arbanville","Chu Chu Malave","http://www.imdb.com/title/tt0079510/","//www.rottentomatoes.com/m/1013089-main_event/","Other"
"402","Inserts","Feature Film","Drama",117,"NC-17",NA,1975,1,1,2005,8,23,6.4,1043,"Fresh",80,"Spilled",56,"no","no","yes","no","no","no","John Byrum","Richard Dreyfuss","Jessica Harper","Stephen Davies","Veronica Cartwright","Bob Hoskins","http://www.imdb.com/title/tt0073172/","//www.rottentomatoes.com/m/inserts/","Drama"
"403","Star Trek: Insurrection","Feature Film","Action & Adventure",103,"PG","Paramount Pictures",1998,12,11,1999,5,11,6.4,54829,"Rotten",55,"Spilled",45,"no","no","no","no","no","no","Jonathan Frakes","Brent Spiner","Michael Dorn","LeVar Burton","F Murray Abraham","Donna Murphy","http://www.imdb.com/title/tt0120844/","//www.rottentomatoes.com/m/star_trek_insurrection/","Action & A"
"404","Valmont","Feature Film","Drama",137,"R","Orion Home Video",1989,11,1,2002,5,14,7,9725,"Rotten",54,"Upright",70,"no","no","yes","no","no","no","Milos Forman","Colin Firth","Annette Bening","Meg Tilly","Fairuza Balk","Sian Phillips","http://www.imdb.com/title/tt0098575/","//www.rottentomatoes.com/m/valmont/","Drama"
"405","Kill Bill: Volume 2","Feature Film","Drama",137,"R","Miramax Films",2004,4,16,2004,8,10,8,490295,"Certified Fresh",84,"Upright",89,"no","no","no","no","no","no","Quentin Tarantino","Uma Thurman","David Carradine","Michael Madsen","Daryl Hannah","Gordon Liu","http://www.imdb.com/title/tt0378194/","//www.rottentomatoes.com/m/kill_bill_volume_2/","Drama"
"406","8 Heads in a Duffel Bag","Feature Film","Comedy",95,"R","Orion Home Video",1997,4,18,2002,10,8,5.2,7881,"Rotten",11,"Spilled",35,"no","no","no","no","no","no","Tom Schulman","Joe Pesci","Andy Comeau","Kristy Swanson","David Spade","George Hamilton","http://www.imdb.com/title/tt0118541/","//www.rottentomatoes.com/m/8_heads_in_a_duffel_bag/","Comedy"
"407","Meteor","Feature Film","Drama",108,"PG","American International Pictures",1979,10,19,2000,3,7,4.9,5136,"Rotten",5,"Spilled",13,"no","no","no","no","no","no","Ronald Neame","Sean Connery","Natalie Wood","Karl Malden","Brian Keith","Martin Landau","http://www.imdb.com/title/tt0079550/","//www.rottentomatoes.com/m/1013772-meteor/","Drama"
"408","Dance Flick","Feature Film","Action & Adventure",83,"PG-13","Paramount Studios",2009,5,22,2009,9,8,3.5,10055,"Rotten",18,"Spilled",30,"no","no","no","no","no","no","Damien Wayans","Essence Atkins","Shawn Wayans","Shoshanna Bush","Marlon Wayans","Damon Wayans Jr.","http://www.imdb.com/title/tt1153706/","//www.rottentomatoes.com/m/dance_flick/","Action & A"
"409","Stolen Summer","Feature Film","Drama",91,"PG","Miramax Films",2002,3,22,2002,9,24,6.5,2408,"Rotten",36,"Upright",68,"no","no","no","no","no","no","Pete Jones","Aidan Quinn","Bonnie Hunt","Adiel Stein","Kevin Pollak","Adi Stein","http://www.imdb.com/title/tt0286162/","//www.rottentomatoes.com/m/stolen_summer/","Drama"
"410","1941","Feature Film","Action & Adventure",118,"PG","MCA Universal Home Video",1979,12,14,1999,3,23,5.9,24472,"Rotten",32,"Spilled",49,"no","no","no","no","yes","no","Steven Spielberg","Dan Aykroyd","Ned Beatty","John Belushi","Lorraine Gary","Murray Hamilton","http://www.imdb.com/title/tt0078723/","//www.rottentomatoes.com/m/1941/","Action & A"
"411","Underworld: The Rise of the Lycans","Feature Film","Action & Adventure",92,"R","Sony Pictures/Screen Gems",2009,1,23,2009,5,12,6.6,115026,"Rotten",29,"Upright",63,"no","no","no","no","no","no","Patrick Tatopoulos","Bill Nighy","Michael Sheen","Rhona Mitra","Steven Mackintosh","Kevin Grevioux","http://www.imdb.com/title/tt0834001/","//www.rottentomatoes.com/m/underworld_rise_of_the_lycans/","Action & A"
"412","After Innocence","Documentary","Documentary",95,"Unrated","New Yorker Films",2005,10,21,2007,2,6,7.8,651,"Certified Fresh",91,"Upright",81,"no","no","no","no","no","no","Jessica Sanders","Herman Atkins","Wilton Dedge","Scott Hornoff","Dennis Maher","Vincent Moto","http://www.imdb.com/title/tt0436039/","//www.rottentomatoes.com/m/after_innocence/","Documentar"
"413","Tim and Eric's Billion Dollar Movie","Feature Film","Comedy",93,"R","Magnolia Pictures",2012,3,2,2012,5,8,5.3,7710,"Rotten",38,"Spilled",47,"no","no","no","no","no","no","Tim Heidecker","Tim Heidecker","Eric Wareheim","William Atherton","Jeff Goldblum","Robert Loggia","http://www.imdb.com/title/tt1855401/","//www.rottentomatoes.com/m/tim_and_erics_billion_dollar_movie/","Comedy"
"414","Mr. Jones","Feature Film","Drama",114,"R","Sony Pictures Home Entertainment",1993,10,8,2000,1,25,5.7,5425,"Rotten",46,"Spilled",51,"no","no","no","yes","no","no","Mike Figgis","Richard Gere","Lena Olin","Anne Bancroft","Delroy Lindo","Tom Irwin","http://www.imdb.com/title/tt0107611/","//www.rottentomatoes.com/m/mr_jones/","Drama"
"415","Goin' South","Feature Film","Other",105,"PG","Paramount Home Video",1978,1,1,2002,6,4,6.3,4550,"Fresh",71,"Spilled",50,"no","no","yes","no","no","no","Jack Nicholson","Jack Nicholson","Mary Steenburgen","Christopher Lloyd","John Belushi","Veronica Cartwright","http://www.imdb.com/title/tt0077621/","//www.rottentomatoes.com/m/goin_south/","Other"
"416","Russian Dolls (Les Poupees Russes)","Feature Film","Other",125,"Unrated","Cinema Libre Studio",2006,5,10,2006,9,26,7,16262,"Fresh",72,"Upright",78,"no","no","no","no","no","no","Cedric Klapisch","Romain Duris","Audrey Tautou","Kelly Reilly","Cecile De France","Kevin Bishop","http://www.imdb.com/title/tt0409184/","//www.rottentomatoes.com/m/russian_dolls/","Other"
"417","My Flesh and Blood","Documentary","Documentary",83,"Unrated","Strand Releasing",2003,11,28,2004,11,30,8.4,1571,"Fresh",90,"Upright",93,"no","no","no","no","no","no","Jonathan Karsh","Susan Tom","Joe Tom","Chloe Tom","Anthony Tom","Xenia Tom","http://www.imdb.com/title/tt0342804/","//www.rottentomatoes.com/m/my_flesh_and_blood/","Documentar"
"418","Revenge of the Nerds II: Nerds in Paradise","Feature Film","Comedy",88,"PG-13","Twentieth Century Fox Home Entertainment",1987,7,10,2007,3,6,4.9,10271,"Rotten",8,"Spilled",35,"no","no","no","no","no","no","Joe Roth","Robert Carradine","Courtney Thorne-Smith","Curtis Armstrong","Larry B. Scott","Timothy Busfield","http://www.imdb.com/title/tt0093857/","//www.rottentomatoes.com/m/revenge_of_the_nerds_ii_nerds_in_paradise/","Comedy"
"419","Hulk","Feature Film","Action & Adventure",138,"PG-13","Universal Pictures",2003,6,20,2003,10,28,5.7,204042,"Fresh",61,"Spilled",29,"no","no","no","no","yes","no","Ang Lee","Eric Bana","Jennifer Connelly","Sam Elliott","Nick Nolte","Josh Lucas","http://www.imdb.com/title/tt0286716/","//www.rottentomatoes.com/m/hulk/","Action & A"
"420","Vampire in Brooklyn","Feature Film","Horror",100,"R","Paramount",1995,10,27,2002,1,29,4.5,16824,"Rotten",10,"Spilled",31,"no","no","no","no","no","no","Wes Craven","Eddie Murphy","Angela Bassett","Allen Payne","Kadeem Hardison","John Witherspoon","http://www.imdb.com/title/tt0114825/","//www.rottentomatoes.com/m/vampire_in_brooklyn/","Horror"
"421","George Washington","Feature Film","Art House & International",89,"Unrated","Code Red",2000,10,27,2002,3,12,7.5,6061,"Certified Fresh",84,"Upright",85,"no","no","no","no","no","no","David Green","Donald Holden","Candace Evanofski","Curtis Cotton III","Eddie Rouse","Paul Schneider","http://www.imdb.com/title/tt0262432/","//www.rottentomatoes.com/m/1097991-george_washington/","Art House "
"422","Agent Cody Banks 2: Destination London","Feature Film","Action & Adventure",100,"PG","MGM",2004,3,12,2004,7,13,4.5,10651,"Rotten",13,"Spilled",31,"no","no","no","no","no","no","Kevin Allen","Frankie Muniz","Anthony Anderson","Hannah Spearritt","Cynthia Stevenson","Daniel Roebuck","http://www.imdb.com/title/tt0358349/","//www.rottentomatoes.com/m/agent_cody_banks_2_destination_london/","Action & A"
"423","Into The Arms Of Strangers - Stories Of The Kindertransport","Documentary","Documentary",122,"PG","Warner Bros. Pictures",2000,9,15,2001,8,28,7.9,1346,"Fresh",94,"Upright",85,"no","no","no","no","no","no","Mark Jonathan Harris","Lorraine Allard","Lory Cahn","Hedy Epstein","Kurt Fuchel","Gordon Alexander","http://www.imdb.com/title/tt0248912/","//www.rottentomatoes.com/m/into_the_arms_of_strangers_stories_of_the_kindertransport/","Documentar"
"424","The Take","Feature Film","Drama",96,"R","Hatchet Films",2007,4,11,2008,5,27,5.8,1886,"Fresh",85,"Spilled",49,"no","no","no","no","no","no","Brad Furman","John Leguizamo","Tyrese Gibson","Rosie Perez","Bobby Cannavale","Yul Vazquez","http://www.imdb.com/title/tt0828158/","//www.rottentomatoes.com/m/1194326-take/","Drama"
"425","A Star is Born","Feature Film","Drama",139,"R","Warner Bros. Pictures",1976,12,17,2004,9,21,6.5,4874,"Rotten",31,"Upright",69,"yes","no","no","yes","no","no","Frank R. Pierson","Barbra Streisand","Kris Kristofferson","Gary Busey","Oliver Clark","Vanetta Fields","http://www.imdb.com/title/tt0075265/","//www.rottentomatoes.com/m/1019831-star_is_born/","Drama"
"426","The Belly of an Architect","Feature Film","Drama",119,"R","Hemdale",1987,1,1,2004,6,15,7,4121,"Fresh",91,"Upright",80,"no","no","no","no","no","no","Peter Greenaway","Brian Dennehy","Chloe Webb","Lambert Wilson","Sergio Fantoni","Vanni Corbellini","http://www.imdb.com/title/tt0092637/","//www.rottentomatoes.com/m/belly_of_an_architect/","Drama"
"427","Veronica Mars","Feature Film","Drama",107,"PG-13","Warner Bros.",2014,3,14,2014,5,6,6.8,40133,"Certified Fresh",78,"Upright",79,"no","no","no","no","no","no","Rob Thomas (III)","Kristen Bell","Ryan Hansen","Jason Dohring","Chris Lowell","Tina Majorino","http://www.imdb.com/title/tt2771372/","//www.rottentomatoes.com/m/veronica_mars/","Drama"
"428","Kaena: The Prophecy","Feature Film","Action & Adventure",85,"PG-13","Samuel Goldwyn Films",2004,7,9,2004,9,7,6.2,3416,"Rotten",7,"Spilled",43,"no","no","no","no","no","no","Chris Delaporte","Kirsten Dunst","Richard Harris","Anjelica Huston","Keith David","Michael McShane","http://www.imdb.com/title/tt0297753/","//www.rottentomatoes.com/m/kaena_the_prophecy/","Action & A"
"429","Ghost Ship","Feature Film","Horror",91,"R","Warner Bros. Pictures",2002,10,25,2003,3,25,5.5,73617,"Rotten",14,"Spilled",37,"no","no","no","no","no","no","Steve Beck","Gabriel Byrne","Julianna Margulies","Ron Eldard","Desmond Harrington","Isaiah Washington","http://www.imdb.com/title/tt0288477/","//www.rottentomatoes.com/m/ghost_ship/","Horror"
"430","21 Grams","Feature Film","Drama",124,"R","Universal Pictures",2003,11,21,2004,3,16,7.7,183747,"Certified Fresh",80,"Upright",86,"no","no","yes","no","yes","no","Alejandro Gonzalez Inarritu","Sean Penn","Naomi Watts","Benicio Del Toro","Charlotte Gainsbourg","Melissa Leo","http://www.imdb.com/title/tt0315733/","//www.rottentomatoes.com/m/21_grams/","Drama"
